name,x,y,z,time_in,time_out
lbylzluz,0.17,0.87,0.524,374,1303
mvjqafzg,0.164,0.982,0.433,824,1446
ccoyufxp,0.011,0.579,0.624,822,1970
ujxrsdvy,0.228,0.639,0.431,676,1458
owihkwzc,0.75,0.647,0.801,981,1916
zsfbzhes,0.526,0.566,0.964,864,1474
cdwrmhwp,0.025,0.275,0.033,531,1331
yfycfrhb,0.305,0.587,0.704,597,962
dptnirmq,0.948,0.359,0.977,190,1215
kayzhqej,0.592,0.347,0.716,270,1948
bjfejkhp,0.712,0.522,0.328,268,681
yzvzcoor,0.476,0.606,0.41,492,741
prjlglgn,0.677,0.06,0.418,482,1826
izwlrplh,0.0,0.06,0.417,741,792
oqjbnwdy,0.443,0.557,0.791,67,811
gpqgxfhf,0.421,0.237,0.81,106,431
ufbakrvx,0.015,0.414,0.814,721,1943
xwkxslot,0.116,0.576,0.272,631,636
cuotvehn,0.346,0.182,0.652,19,620
hxgugmug,0.776,0.897,0.919,640,1633
ashtnsna,0.048,0.897,0.487,905,1229
mjrkxkfb,0.314,0.261,0.988,3,135
hiabffew,0.056,0.288,0.164,989,1079
cezxqgus,0.467,0.831,0.105,1,162
xfmehqgc,0.714,0.63,0.221,712,851
yagomzez,0.522,0.457,0.402,372,1125
amzulwbw,0.667,0.239,0.329,558,1002
ckvxqfan,0.115,0.441,0.819,778,1095
kpaypzwp,0.984,0.445,0.449,460,1832
mtdqtcja,0.903,0.475,0.898,780,1144
nesreztj,0.444,0.594,0.109,147,1493
wlhfresw,0.303,0.933,0.395,213,711
qqfiubhs,0.593,0.487,0.369,815,1334
criuulbq,0.63,0.044,0.801,984,1020
tfpxaeiy,0.236,0.179,0.054,166,1166
diqpbval,0.096,0.103,0.32,329,1193
eivxjjpq,0.345,0.111,0.75,442,1625
ezefrjkn,0.508,0.17,0.38,945,1137
mtxmevvp,0.161,0.079,0.079,795,1963
ayhirohu,0.795,0.148,0.366,245,1642
nyeajipp,0.008,0.528,0.279,1000,1715
eotxcxrv,0.484,0.071,0.866,614,1475
apwssuya,0.97,0.556,0.954,331,1798
kfgzvfok,0.295,0.899,0.16,531,1614
uqkkwuwn,0.28,0.005,0.479,887,1282
yfuacjjp,0.853,0.89,0.463,784,1317
clmemmpm,0.926,0.791,0.539,476,1848
lusxebwt,0.356,0.051,0.477,773,835
azmezhir,0.135,0.904,0.71,204,680
ycotvsli,0.986,0.648,0.794,392,534
ugdojljq,0.578,0.384,0.96,564,1722
cgktvyoa,0.003,0.325,0.071,260,1146
thbjanvw,0.673,0.039,0.64,867,1154
dasdgksz,0.181,0.345,0.287,2,1767
tubjqxlt,0.866,0.049,0.496,446,1277
giutocbq,0.991,0.314,0.898,988,1667
ajvwtedf,0.151,0.915,0.827,74,1459
ssnomxhp,0.379,0.114,0.833,590,1132
dpyicetp,0.562,0.196,0.388,869,1408
cjrobjrt,0.722,0.699,0.098,820,1948
aowmouck,0.032,0.803,0.874,822,1454
srwemyku,0.489,0.782,0.264,755,1128
fuycpbos,0.948,0.736,0.151,208,497
votzcuft,0.828,0.843,0.546,644,1710
krqhnupi,0.438,0.545,0.733,412,1387
hosuodzo,0.772,0.02,0.194,732,1731
pdmkhmsm,0.331,0.298,0.788,504,830
ebfqrlbp,0.668,0.946,0.041,344,1079
uzengknr,0.848,0.123,0.948,140,1174
pojwecel,0.618,0.747,0.878,768,885
mdtyqqhn,0.59,0.135,0.52,51,1285
ueayggtd,0.085,0.673,0.851,256,385
bvnplopt,0.491,0.717,0.732,965,1261
hidjwvas,0.315,0.953,0.282,449,1895
rpwttrkg,0.092,0.673,0.509,420,1614
yubbsvzw,0.813,0.453,0.641,476,1613
xmynmwpm,0.573,0.042,0.686,841,845
wuftpdkj,0.885,0.127,0.469,455,1937
ixeppjhw,0.721,0.683,0.739,760,1373
exhhrvta,0.593,0.499,0.984,496,1830
trlzipwm,0.282,0.95,0.633,909,1563
mfsgqtcd,0.682,0.496,0.974,546,1141
zskmbvzo,0.63,0.198,0.08,237,979
juljsitj,0.715,0.38,0.918,18,149
yzfycdhj,0.071,0.96,0.214,404,1650
iuynpupa,0.719,0.832,0.464,469,1772
cfcefaqc,0.521,0.642,0.224,220,644
zdxqycnu,0.67,0.459,0.827,694,1319
kjmooqha,0.8,0.951,0.61,367,1410
qobfeffw,0.223,0.8,0.424,339,1523
blwxqqea,0.419,0.179,0.2,345,1542
krqbqdcv,0.169,0.188,0.747,295,1634
xzyvlyti,0.618,0.893,0.161,93,1954
pkkmofut,0.763,0.589,0.564,557,1490
kxggopcs,0.214,0.21,0.145,877,1934
mxejzxvc,0.805,0.721,0.278,287,1624
htfzlrkw,0.049,0.563,0.756,286,1538
cvvwobjb,0.201,0.719,0.547,278,1279
bwwsumhj,0.747,0.794,0.769,693,1719
vpfhpaxq,0.921,0.778,0.979,766,1460
effuiepp,0.891,0.32,0.019,298,577
yoxwlaah,0.45,0.546,0.377,236,527
zlqteaqt,0.864,0.436,0.334,184,729
pniafgeo,0.215,0.289,0.594,374,658
uckbmqin,0.589,0.965,0.893,666,774
wxsbixzq,0.356,0.182,0.862,904,1167
fqlytsob,0.178,0.159,0.119,187,1486
bblhwlih,0.858,0.84,0.503,70,1204
oxojioiq,0.684,0.788,0.764,683,1106
pgthebhb,0.579,0.666,0.854,177,359
lkgtkxtf,0.845,0.616,0.904,321,896
zomrzzdz,0.671,0.803,0.712,286,1826
arblilim,0.429,0.48,0.637,530,1393
jyszszyv,0.008,0.042,0.945,424,1234
tmbityzd,0.591,0.479,0.672,15,989
xwqbinhk,0.857,0.925,0.504,83,1889
unprmlxq,0.047,0.019,0.724,961,1619
nceumtdo,0.994,0.53,0.33,452,1609
fynlhzuo,0.766,0.102,0.134,494,1063
mnsflesr,0.287,0.637,0.007,694,809
ecifhoce,0.772,0.065,0.496,498,796
dwbuzuiv,0.799,0.569,0.817,754,1847
ixiqqfks,0.796,0.837,0.1,340,1631
fgrkyagn,0.682,0.976,0.761,729,1631
iysydsab,0.578,0.189,0.407,597,681
avwxrfev,0.058,0.145,0.627,302,1895
ajlibzny,0.023,0.462,0.861,914,972
jvvtihul,0.069,0.038,0.361,546,784
wgchwxht,0.657,0.862,0.258,902,1702
ovdutlbw,0.759,0.306,0.934,561,694
mavvejzf,0.669,0.771,0.492,585,1707
dfgajfre,0.623,0.888,0.752,342,1528
hmsqzoso,0.888,0.381,0.477,974,1461
ysvltxrb,0.89,0.771,0.853,702,1954
pdaxxcge,0.447,0.667,0.965,395,1093
ooidhebw,0.759,0.646,0.529,626,901
eyolubtr,0.115,0.044,0.546,678,1789
zjioqwgk,0.929,0.789,0.844,446,557
wxktvylt,0.621,0.306,0.522,788,1630
aqyrrupu,0.676,0.785,0.12,620,1903
qphfihgn,0.777,0.069,0.077,76,1112
qkqnefmq,0.328,0.963,0.701,822,1525
vccbogbl,0.942,0.312,0.2,148,320
etnermfm,0.251,0.067,0.873,130,1841
udfxmrbo,0.468,0.412,0.975,477,938
syefjuio,0.878,0.645,0.627,134,1159
abzxxhmd,0.719,0.616,0.869,866,876
lehshsjz,0.901,0.127,0.373,110,1295
lmnzshka,0.996,0.345,0.312,900,1189
feynfixz,0.082,0.916,0.252,497,522
nrjwxvgn,0.684,0.211,0.288,251,1955
bhileuoq,0.92,0.743,0.383,861,862
vgumxpar,0.954,0.869,0.957,596,1326
chsrnhib,0.883,0.319,0.712,611,762
hoofbloj,0.958,0.352,0.294,667,889
ghmatrbi,0.739,0.581,0.908,319,1043
hduulkep,0.404,0.161,0.102,488,1092
wpwxyhvq,0.494,0.193,0.787,294,803
gsrdrcof,0.492,0.201,0.898,618,828
biehtrql,0.536,0.875,0.297,742,1539
gvlctlnr,0.241,0.878,0.055,748,1271
zwhdurub,0.708,0.311,0.694,355,1609
vxzufvgj,0.88,0.586,0.153,109,773
pgrgvlka,0.228,0.814,0.905,230,494
jxrzbclf,0.458,0.233,0.51,709,1823
hllwyqdi,0.393,0.209,0.414,689,1915
jjyogdib,0.69,0.427,0.273,712,1728
isrmjlxe,0.347,0.31,0.357,670,1532
dzrqndjl,0.562,0.647,0.401,506,1979
wnfbodxx,0.603,0.697,0.201,437,668
ubcgqrqa,0.931,0.326,0.627,850,1154
zyybyydq,0.549,0.106,0.572,509,1912
oeiwnumx,0.93,0.528,0.878,499,1490
gtkmuwbt,0.851,0.885,0.97,702,988
muejqgxa,0.165,0.198,0.459,885,1080
fdolrbjo,0.104,0.637,0.365,742,1428
sutafqkc,0.559,0.019,0.823,98,478
dxioeyzn,0.359,0.354,0.417,714,1414
mjdsybks,0.487,0.489,0.95,24,1534
nolhqonf,0.038,0.923,0.484,494,838
jlxlbjnb,0.397,0.196,0.49,847,975
nxxvwvzy,0.307,0.13,0.547,312,739
mcjeqsgx,0.358,0.804,0.425,805,1014
qqajfrnt,0.014,0.166,0.433,248,1122
gltpyoip,0.369,0.953,0.331,897,1236
pdviwmxo,0.344,0.065,0.21,514,1518
vggfqyck,0.021,0.487,0.926,318,1818
aidtwnev,0.729,0.297,0.98,700,1588
uapcyzyl,0.368,0.568,0.847,264,890
hxgbrqlr,0.41,1.0,0.26,348,715
xqqbusal,0.722,0.224,0.912,96,1180
dgimvpka,0.217,0.782,0.813,571,1616
wbkqhbih,0.697,0.336,0.491,697,917
obmudagb,0.888,0.471,0.021,601,1155
rsujwjtj,0.249,0.083,0.542,131,1735
bwframda,0.001,0.949,0.479,735,1783
zpayqqtg,0.843,0.551,0.518,128,998
gqwfaslx,0.26,0.256,0.614,355,1573
yhtvhrwh,0.716,0.343,0.439,317,342
jyklbeno,0.614,0.94,0.644,795,1674
mshhfryr,0.444,0.932,0.016,986,1269
tnqoyikx,0.119,0.7,0.007,361,1303
rtzlyqvp,0.628,0.942,0.357,52,1602
kmzkyili,0.258,0.034,0.096,309,1273
venuxjnh,0.974,0.041,0.337,761,1167
ibtdrptu,0.933,0.332,0.221,75,1134
omllnuih,0.159,0.557,0.27,740,1105
ussokhwd,0.906,0.774,0.036,511,1170
bkkpggbs,0.804,0.558,0.136,577,936
ypudgygr,0.757,0.233,0.26,792,948
ymzjhght,0.968,0.485,0.58,590,1613
eopgghkd,0.61,0.693,0.786,857,858
lfyhtmzj,0.113,0.101,0.76,589,1523
qxgjjyxp,0.087,0.192,0.74,990,1813
zaquxiso,0.661,0.077,0.878,321,1561
tmrqtktl,0.016,0.898,0.344,921,1092
lwvrssnp,0.384,0.49,0.695,764,1545
dsarpclc,0.385,0.086,0.501,754,1974
swnsljta,0.81,0.63,0.725,561,1863
vcaqpaaa,0.551,0.852,0.225,396,1401
nwezsgbv,0.569,0.922,0.676,249,744
fpstzzmc,0.289,0.666,0.63,291,1841
wdodbudj,0.717,0.96,0.39,388,611
ahvgyqqw,0.979,0.178,0.693,58,130
xrxbsghe,0.628,0.643,0.814,323,1637
rjcgqbgp,0.18,0.417,0.828,888,1645
hekbwclo,0.63,0.341,0.372,462,1792
tnybixjs,0.163,0.016,0.738,13,1799
ykbzdjxy,0.423,0.052,0.314,32,1080
igebrfsa,0.375,0.646,0.469,292,1136
srygraek,0.857,0.264,0.556,194,423
izgedvte,0.857,0.836,0.442,421,1780
xzewoptc,0.614,0.296,0.546,53,1880
twzyutne,0.123,0.621,0.725,436,1530
xqdgdpdm,0.87,0.76,0.966,906,1948
lgktvlgj,0.842,0.501,0.472,254,1301
ojamesox,0.42,0.879,0.104,77,374
mxfmdbjk,0.704,0.979,0.776,800,907
ggodezvy,0.401,0.053,0.674,473,1124
paglvicl,0.095,0.317,0.879,509,561
ibijqjgh,0.713,0.154,0.929,203,781
euzmpove,0.858,0.283,0.747,991,1195
wvjwztal,0.743,0.584,0.98,276,1975
wrtycfrz,0.073,0.249,0.708,220,892
xijxbxlo,0.309,0.339,0.137,685,1585
hrruxlgj,0.419,0.67,0.978,634,1747
lxdofluo,0.088,0.169,0.654,894,1023
lyuhqzax,0.382,0.339,0.076,908,967
cojflexy,0.366,0.161,0.974,348,846
hfxhmjju,0.28,0.013,0.516,150,1869
kriquelx,0.088,0.966,0.017,600,1583
hbqpgzdw,0.84,0.757,0.409,669,1255
qkvnjlsy,0.251,0.386,0.761,683,1687
atxzovke,0.265,0.643,0.938,373,765
etdyilxa,0.999,0.138,0.812,712,1882
rvrqjpdb,0.39,0.434,0.092,609,1886
ewbvdfox,0.487,0.806,0.818,862,1366
chmeeqvc,0.571,0.869,0.268,441,1925
cbhgsmgo,0.268,0.337,0.11,462,553
jnhxrrpf,0.745,0.309,0.092,988,1502
efzrnoxl,0.129,0.417,0.733,81,1702
dpkxfsmf,0.947,0.722,0.289,493,557
hqbhoiqx,0.969,0.917,0.176,440,1646
uwseidof,0.78,0.868,0.146,671,1746
puuunynu,0.395,0.077,0.835,778,1156
qsctdonk,0.034,0.963,0.311,659,1011
mwcmcmtx,0.724,0.987,0.402,70,1516
ucfyzyos,0.258,0.6,0.346,637,905
tnqodguj,0.245,0.734,0.973,845,878
cbaebghn,0.455,0.855,0.987,816,1265
jcanvvjy,0.71,0.874,0.478,549,1168
isljeous,0.472,0.182,0.97,590,1068
wvbuivbc,0.637,0.847,0.526,979,1294
humikwqd,0.456,0.208,0.677,680,1361
dqbzmxbk,0.697,0.868,0.729,767,1218
zkpnqmdk,0.16,0.022,0.825,170,1354
ilwcvpfu,0.014,0.744,0.445,947,1621
lpypbzvy,0.456,0.125,0.121,508,590
groxaxfb,0.685,0.532,0.379,100,414
xyqnqwma,0.39,0.195,0.111,814,1719
blvmropy,0.788,0.69,0.798,695,1486
uftsmaou,0.572,0.843,0.839,439,1861
kszopcfy,0.799,0.032,0.227,378,1205
aowpqzxt,0.672,0.578,0.438,472,1875
fgmxnuxg,0.672,0.877,0.364,154,745
qdvpuqqs,0.67,0.551,0.289,630,1129
oetboikf,0.27,0.69,0.632,611,1800
csabmffz,0.008,0.313,0.236,113,431
jxwhaxur,0.298,0.382,0.394,942,969
txfiacqx,0.576,0.327,0.649,421,1826
gtlukpze,0.736,0.905,0.22,475,978
slwbmyjw,0.61,0.714,0.531,833,1700
kltotbir,0.056,0.983,0.154,634,1349
pjwdqkhw,0.063,0.04,0.373,693,1231
ppvwaowr,0.032,0.932,0.366,940,1061
ysoxztja,0.097,0.193,0.031,822,1056
fbwhdnsg,0.861,0.179,0.298,539,914
xoyryagt,0.896,0.807,0.048,242,1524
ejdidxnf,0.21,0.737,0.865,595,1676
gemhimzy,0.278,0.63,0.721,129,359
ejxncwys,0.942,0.364,0.93,959,1722
pbkcgqgi,0.075,0.724,0.282,90,1152
fumqnent,0.613,0.958,0.642,298,1645
zplevyzl,0.196,0.159,0.19,262,798
fgeiuxyi,0.801,0.267,0.272,364,1959
hmwjupyh,0.012,0.159,0.933,682,849
pcrkhbeu,0.825,0.187,0.988,609,1346
cbxmfcbv,0.135,0.964,0.503,352,1555
rguvxfzz,0.86,0.184,0.103,465,666
oeqgwswq,0.474,0.532,0.464,201,939
sgglayae,0.267,0.46,0.338,691,905
shholzwm,0.169,0.372,0.105,947,1423
zyukcitx,0.2,0.155,0.826,286,1988
eljchkhh,0.675,0.327,0.243,403,1638
fuhbdegc,0.387,0.282,0.548,954,1299
xfkjczut,0.771,0.162,0.312,101,115
yuhedmau,0.805,0.999,0.343,996,1375
mhgzzlwn,0.435,0.091,0.638,588,1403
fztlzzxg,0.807,0.593,0.622,489,786
mjwgskxj,0.588,0.84,0.378,860,906
hcpyusql,0.271,0.195,0.416,845,1537
opmmmkab,0.242,0.11,0.276,819,1385
rpltsheu,0.055,0.304,0.945,403,425
fauacxna,0.543,0.639,0.008,494,1363
dxtsgyrp,0.859,0.906,0.654,73,1310
kefgntcc,0.756,0.904,0.089,209,1361
nevbikul,0.464,0.133,0.599,522,1268
joisevmt,0.64,0.829,0.559,148,778
vqluohgn,0.227,0.13,0.627,621,1973
atpudfln,0.729,0.174,0.765,950,1414
jpkeaogt,0.786,0.11,0.589,611,1888
fvljsqxy,0.552,0.282,0.83,0,135
iuufbwye,0.938,0.925,0.888,625,1812
izoekrnx,0.094,0.971,0.969,525,575
qsowdbhu,0.713,0.758,0.74,513,1409
jqiyjokp,0.742,0.296,0.682,811,1576
xhdgucfi,0.431,0.61,0.742,804,1816
ayopjhxs,0.929,0.758,0.732,617,841
ftsvjdhl,0.825,0.141,0.99,608,736
dfiaquot,0.939,0.405,0.196,234,1052
uqhtknlx,0.365,0.896,0.634,874,910
golpotov,0.082,0.778,0.283,731,1664
nnyuzrpr,0.769,0.832,0.415,748,1800
fcftuayf,0.258,0.112,0.996,232,1638
ubowiqhn,0.455,0.556,0.177,154,422
tvgffeft,0.935,0.959,0.184,989,1502
ykndkndq,0.429,0.954,0.785,771,909
txbjzhev,0.226,0.374,0.132,422,952
cfyerloa,0.826,0.042,0.985,529,1219
wimorizy,0.64,0.905,0.191,9,1748
qpdgwppf,0.687,0.289,0.136,654,1971
hjcfhgpy,0.873,0.948,0.816,126,1581
ickwvyxl,0.581,0.007,0.992,469,1906
cvbasosz,0.053,0.319,0.397,453,1837
ehukluwc,0.394,0.306,0.348,415,1585
kohxffgr,0.936,0.23,0.169,882,1349
nchapitx,0.768,0.397,0.074,717,878
xdxrpxle,0.199,0.445,0.175,786,1085
jxdbhmxq,0.685,0.473,0.218,100,1807
sryrcrhz,0.925,0.485,0.188,825,1521
calpgvoi,0.528,0.127,0.447,480,1744
olhguvhk,0.111,0.887,0.929,309,983
arfcuxsq,0.095,0.535,0.241,660,1028
ykptxlfe,0.82,0.464,0.759,630,1234
ffelgzyd,0.072,0.89,0.713,169,1057
mxvkntuw,1.0,0.428,0.974,968,1519
ryzjtobs,0.538,0.625,0.714,280,533
dabkqrvl,0.816,0.98,0.577,366,944
rcfgcqit,0.468,0.137,0.979,116,509
gqlqwezp,0.56,0.597,0.275,813,1400
ilthbpka,0.032,0.772,0.848,150,914
wxfjvdyw,0.827,0.96,0.387,590,1163
zasnxagv,0.515,0.792,0.407,389,1683
pbmlylgf,0.217,0.079,0.943,718,1467
fgwlcfmb,0.531,0.327,0.032,332,1405
xqaqcrlm,0.597,0.392,0.839,394,448
asyjzknq,0.256,0.745,0.286,85,1855
zkidlqwa,0.551,0.891,0.597,753,1183
rlvenbal,0.405,0.458,0.749,140,1882
ghcenroz,0.681,0.059,0.257,612,719
oxgggbmz,0.738,0.707,0.376,387,1269
veeqrjai,0.13,0.676,0.57,31,219
cvtvtgpb,0.698,0.74,0.894,355,1514
tjkrlods,0.346,0.514,0.454,114,377
baoggcfh,0.995,0.356,0.62,30,214
ufgudowj,0.803,0.76,0.592,694,1172
ekkbnatg,0.507,0.45,0.029,302,1560
pqbsmeww,0.132,0.811,0.152,583,923
ddioiqls,0.35,0.675,0.16,152,876
gthojhvc,0.383,0.862,0.75,353,1391
bvbxpsyf,0.979,0.355,0.217,600,1537
glxciymy,0.957,0.534,0.006,407,1417
hibehcha,0.036,0.836,0.654,606,1094
ruguvmpo,0.601,0.755,0.086,869,1979
mnbicege,0.757,0.012,0.686,21,797
mldawqbu,0.779,0.148,0.846,302,358
etwxzfsy,0.406,0.836,0.877,210,377
thvqordb,0.724,0.298,0.75,955,1103
aknqcqzk,0.565,0.578,0.746,848,1321
fjqwydhd,0.049,0.232,0.431,145,1752
pdvpaqml,0.281,0.909,0.09,365,1217
hmfepekt,0.252,0.252,0.979,777,1515
toidbxeh,0.107,0.593,0.731,412,1009
ertfiyuz,0.255,0.512,0.897,820,1931
epkxmdav,0.679,0.56,0.148,407,1481
xhzodjsc,0.647,0.215,0.765,129,520
xsknmaan,0.053,0.734,0.704,645,1117
bctmwogz,0.015,0.252,0.474,739,932
uygnjdre,0.903,0.795,0.601,419,1215
arnrzoun,0.701,0.367,0.029,934,1238
vfgsfioy,0.649,0.423,0.038,233,1275
alfassyy,0.317,0.396,0.644,657,1938
hetilykn,0.033,0.517,0.441,28,758
smvgxxyv,0.352,0.528,0.539,56,337
jetemhed,0.731,0.714,0.669,661,1592
zcxcmxdp,0.042,0.088,0.535,170,1211
vqyvxkhf,0.934,0.603,0.465,71,1162
dmxiwbub,0.352,0.827,0.452,235,1716
rkxizjwl,0.168,0.858,0.859,363,1001
jekrazeg,0.896,0.958,0.845,608,987
xkigexwr,0.151,0.468,0.936,996,1869
rnhrhcbv,0.839,0.133,0.328,426,1398
vfqyqslw,0.682,0.159,0.222,64,1334
bfutreql,0.414,0.384,0.436,211,1240
ikyijelb,0.199,0.582,0.271,880,1188
yvqaemum,0.576,0.049,0.654,469,1386
qpqsaqdf,0.922,0.679,0.612,708,1293
imwcfcda,0.455,0.359,0.013,838,1484
pyunaquf,0.891,0.381,0.943,133,222
vwrllegu,0.736,0.487,0.162,903,1125
atqcvajp,0.929,0.927,0.546,741,879
neoviemt,0.1,0.983,0.636,183,1239
abvwbjqs,0.615,0.72,0.893,777,1120
wqkepvok,0.504,0.086,0.719,281,1307
ewgvlxnk,0.576,0.425,0.54,986,1435
sizngjcf,0.123,0.573,0.945,254,633
vkmyzgjw,0.453,0.272,0.186,2,1588
nzqtkzqh,0.931,0.626,0.026,239,853
laalhvpd,0.23,0.698,0.165,333,556
yaqpefgf,0.097,0.907,0.793,389,586
rbfllfdl,0.506,0.19,0.276,940,1204
yuiiuvet,0.806,0.139,0.221,711,1874
cnutfoxm,0.929,0.807,0.857,58,1983
rjuygkns,0.025,0.152,0.503,33,684
jzfbwlsk,0.773,0.386,0.21,499,811
qcmbuyog,0.701,0.91,0.709,606,1907
iudbijje,0.538,0.326,0.613,281,1494
hcksmoxb,0.883,0.829,0.312,894,1733
pcoaoaay,0.254,0.972,0.106,680,1053
hwdmjcca,0.551,0.7,0.733,406,1515
pdhmdvvy,0.923,0.902,0.301,595,1820
eqfjozaf,0.577,0.16,0.612,569,636
hssbmjdw,0.996,0.605,0.081,11,463
igxpdgje,0.23,0.827,0.802,16,777
xaphvgpg,0.348,0.899,0.164,180,1718
actnnrht,0.045,0.48,0.768,976,1334
wsmpfqqe,0.0,0.78,0.042,189,1306
ebysasuj,0.655,0.076,0.5,829,1351
iktfazls,0.276,0.207,0.588,796,1559
ddjnyzcp,0.959,0.934,0.562,87,971
vtdtoulp,0.961,0.535,0.122,651,1265
rtfcyefw,0.993,0.42,0.187,263,527
vugouwfq,0.747,0.663,0.891,127,1787
gmczneni,0.808,0.061,0.062,10,1774
udyvkrif,0.013,0.723,0.651,613,1958
yuuyvfsk,0.312,0.574,0.408,24,1581
uzrbelwr,0.827,0.805,0.02,220,1496
jzklaokj,0.737,0.68,0.645,236,1868
hadiucru,0.194,0.736,0.62,947,1348
lownlpkn,0.33,0.473,0.053,748,1328
lbiujcil,0.473,0.35,0.656,814,1686
kodadtpr,0.146,0.542,0.149,906,1667
guuhjzvb,0.165,0.566,0.367,862,1103
pslleebo,0.812,0.717,0.777,619,1483
bexqczps,0.717,0.479,0.458,104,1301
lkxawctd,0.366,0.944,0.957,291,1768
rjhizwoz,0.706,0.506,0.195,863,908
sqtcsqfy,0.201,0.167,0.298,691,837
emhinqet,0.475,0.474,0.303,662,1454
nkezqkps,0.917,0.658,0.291,361,1860
socqoaqo,0.56,0.216,0.755,526,1969
aqdtoizq,0.11,0.838,0.748,757,1301
lmcrmgdd,0.882,0.973,0.106,223,1632
tlkejkio,0.059,0.775,0.598,683,686
fptxgfch,0.692,0.232,0.68,468,620
tohwhgtt,0.145,0.619,0.489,910,1605
hhtcuuoh,0.856,0.391,0.83,610,961
dfhtikdf,0.941,0.451,0.222,512,1687
vczkxfzh,0.652,0.698,0.562,713,1864
ljjewlmz,0.832,0.153,0.797,273,546
vdmbztsg,0.557,0.083,0.067,477,1966
eptkzpil,0.087,0.194,0.181,517,1507
jpvlifmi,0.932,0.857,0.948,109,599
xlzusjal,0.189,0.278,0.46,596,1970
bfsunxbq,0.74,0.922,0.154,983,1157
srcwwpaw,0.829,0.118,0.109,429,1949
fetjfseh,0.055,0.06,0.056,889,1218
wpsgvqjz,0.645,0.914,0.294,735,1169
xrgrlnfq,0.788,0.458,0.011,578,1515
cldfshdh,0.001,0.446,0.499,723,1596
juygahqf,0.589,0.835,0.311,69,879
xvlimjli,0.607,0.799,0.675,355,1306
bhzdghlp,0.354,0.746,0.948,449,1971
pxsuckyq,0.022,0.049,0.835,439,1152
btrljpur,0.01,0.452,0.187,745,1634
rijqpshx,0.688,0.728,0.51,68,847
cizwznms,0.155,0.06,0.762,794,1883
ofjrahou,0.064,0.915,0.76,802,928
fngelmml,0.059,0.322,0.139,427,1090
vuzuwivl,0.69,0.034,0.465,90,504
jrcuudcu,0.979,0.435,0.524,936,1378
hjrckmfq,0.188,0.359,0.237,219,1775
vidavuff,0.174,0.19,0.243,554,1526
yekajnxq,0.12,0.462,0.978,104,1889
vydtrhnn,0.576,0.521,0.592,306,1857
ynsfqjre,0.478,0.98,0.699,706,1510
ecqxvqpw,0.13,0.529,0.016,563,1772
dwtspggt,0.547,0.084,0.467,933,1422
dlwbjmqh,0.432,0.78,0.781,77,1440
ljpyykhu,0.134,0.439,0.838,241,713
jnbbkgol,0.582,0.628,0.723,662,1847
kawjusmx,0.119,0.5,0.437,965,1957
qnklhcmx,0.213,0.854,0.303,964,1304
opxqqdgm,0.26,0.315,0.164,975,1968
sinoffrf,0.975,0.029,0.055,789,879
gnwzajsc,0.166,0.769,0.309,599,1893
avcisoqn,0.709,0.351,0.302,21,237
qlzcgdnz,0.074,0.007,0.509,768,1085
iykmavnf,0.727,0.261,0.893,416,740
jgcbzyiw,0.533,0.167,0.74,497,1263
rfyaklit,0.372,0.539,0.526,80,818
mbxlbnkt,0.032,0.19,0.467,272,1034
ccbltnvt,0.8,0.132,0.369,439,655
enhwrngu,0.93,0.22,0.805,57,116
fnguhjvc,0.776,0.156,0.833,536,1360
vjpuoxcy,0.794,0.478,0.059,406,1848
vmosmntq,0.986,0.956,0.223,144,1774
zmqejtrx,0.995,0.912,0.019,862,1585
kdgvumlv,0.044,0.744,0.294,344,1236
goamobkp,0.546,0.933,0.541,346,1562
kiyaftzl,0.553,0.473,0.852,397,1740
tqbkymzq,0.214,0.836,0.313,582,1260
thsukazp,0.179,0.586,0.504,337,524
jfxrzjdx,0.216,0.357,0.113,86,267
uoqehscx,0.722,0.757,0.953,755,1118
nslekhkz,0.749,0.93,0.247,352,986
jkhcvtli,0.088,0.552,0.271,720,1339
ufkxcqel,0.35,0.444,0.395,186,892
sticvfzl,0.959,0.51,0.316,151,1104
kgvhniqr,0.27,0.038,0.701,404,1419
evqesytc,0.639,0.69,0.58,576,1481
mslrzgyw,0.735,0.387,0.671,999,1939
vutzpnxz,0.44,0.875,0.196,529,545
saeqkffx,0.01,0.55,0.858,414,849
cxzmkegw,0.534,0.872,0.59,487,1883
tnjswajm,0.186,0.858,0.772,617,976
rfndfgvm,0.768,0.156,0.281,879,1370
zvgplzho,0.228,0.567,0.103,938,1859
ekpvvuyw,0.126,0.96,0.461,593,1025
bwkzgjmp,0.363,0.284,0.789,615,1685
ooohxdsc,0.935,0.422,0.092,449,666
begdzhmc,0.019,0.764,0.811,436,1273
wsveynty,0.107,0.48,0.023,547,1298
auuswmri,0.817,0.585,0.538,552,1519
ulfjghdb,0.552,0.623,0.948,340,1039
blugxiny,0.601,0.168,0.169,761,1991
nckitfgv,0.512,0.134,0.975,28,952
uztissuu,0.048,0.867,0.153,593,863
degubudb,0.179,0.13,0.63,544,1660
wzwfvddq,0.656,0.545,0.4,436,658
jcoexcgv,0.041,0.339,0.454,324,1822
yngphndm,0.858,0.503,0.18,132,1967
ecawkcyb,0.107,0.576,0.682,96,966
mtielwgr,0.16,0.183,0.542,370,1954
sroflhwk,0.64,0.05,0.814,653,715
yokblgry,0.618,0.973,0.152,593,1148
ussviber,0.802,0.576,0.457,725,956
