name,elevation,aspect,horizontal_distance_to_roadways,time_in,time_out
jjlnmzdp,0.555,0.333,0.757,810,1689
psjgzjvi,0.438,0.258,0.231,407,808
wiqdkqmp,0.435,0.231,0.223,565,1478
fmfkjxhh,0.452,0.528,0.277,194,1993
kadhsebv,0.532,0.75,0.68,884,1459
szzppeif,0.534,0.169,0.72,746,1266
hmqgmjfd,0.552,0.961,0.78,279,454
tsaqtspc,0.383,0.508,0.168,866,907
bpsxsvhg,0.529,0.297,0.48,655,1053
zeyzimhn,0.393,0.958,0.072,456,1548
dnqwkdqk,0.393,0.125,0.066,190,1277
fqgqgbwp,0.583,0.067,0.578,599,679
wxuouzsz,0.396,0.111,0.09,61,313
eepfzzik,0.539,0.642,0.811,782,1074
imxqhxnf,0.477,0.353,0.4,774,1365
obdisyxs,0.379,0.956,0.184,453,989
xkngxdoz,0.547,0.781,0.678,770,1198
jucxlkgm,0.555,0.794,0.665,923,1242
wayueefd,0.567,0.633,0.624,24,91
adkopzhd,0.559,0.344,0.586,191,1501
dvzzsiqu,0.469,0.364,0.393,844,941
bpudzjqy,0.548,0.864,0.795,651,1273
utfxfwfy,0.529,0.486,0.521,688,1837
nttfpmpx,0.481,0.2,0.406,96,1404
zimotaab,0.468,0.497,0.369,489,1553
dytwqibx,0.401,0.739,0.089,661,1847
xuavnnvu,0.467,0.331,0.395,195,1643
oookxgqi,0.559,0.875,0.671,709,1913
djwzjhmu,0.474,0.319,0.404,177,907
fguwsoot,0.625,0.242,0.487,728,1079
okyvwucf,0.625,0.147,0.53,369,1281
uozxeohi,0.467,0.303,0.401,516,652
twclhfvm,0.458,0.336,0.393,182,1824
zrbajrki,0.627,0.039,0.518,364,892
lsdinied,0.53,0.947,0.679,596,1737
ugzjslts,0.449,0.358,0.387,385,1443
xxobwbnq,0.547,0.114,0.647,537,1524
ohjhmmga,0.453,0.253,0.392,100,464
fguakguf,0.447,0.303,0.389,841,1295
yrbgyugf,0.443,0.339,0.385,696,1973
oaqujmpa,0.439,0.383,0.381,990,1078
ambhglyt,0.548,0.433,0.605,878,1136
gbwtitry,0.402,0.383,0.305,227,258
gdfdbrbn,0.565,0.192,0.604,50,733
burldpnk,0.553,0.2,0.634,198,691
brvzkusp,0.402,0.328,0.311,736,1167
uceowsgw,0.371,0.178,0.039,575,1065
iimtefsx,0.542,0.197,0.654,513,1661
mancprwq,0.43,0.25,0.382,984,1494
jgtuhycr,0.418,0.467,0.366,970,1539
ammuhdfg,0.405,0.086,0.098,976,1640
oaarjeig,0.447,0.286,0.395,12,1832
ewotegkz,0.431,0.281,0.384,469,956
kqukxqpl,0.414,0.394,0.364,275,344
maopodcf,0.409,0.331,0.349,635,1931
fkicbirl,0.376,0.375,0.045,258,1761
mqxwnyqz,0.424,0.381,0.381,625,1036
tihtgzxz,0.425,0.897,0.299,773,1632
fhafbupf,0.409,0.183,0.124,688,1415
fgrjhcie,0.671,0.194,0.409,165,1163
kdtfrcxi,0.415,0.333,0.372,305,732
xfbppspf,0.413,0.031,0.368,289,1926
hzvfpvob,0.413,0.964,0.37,551,1558
fblgqbnt,0.428,0.914,0.31,81,719
qajnuzzc,0.454,0.106,0.255,989,1644
kzpxixoh,0.418,0.281,0.39,341,535
yshyerlp,0.416,0.097,0.387,186,1314
uyzboqju,0.455,0.019,0.257,373,767
rfnjwpop,0.468,0.35,0.458,168,306
ofrcyghh,0.441,0.922,0.315,355,1679
zqhgpken,0.575,0.661,0.713,747,1873
etoknawx,0.553,0.233,0.647,467,1360
wvbakikd,0.462,0.922,0.306,500,1419
zbigoonk,0.461,0.156,0.279,319,1120
whwahird,0.458,0.111,0.273,945,1113
zbxxuxew,0.461,0.108,0.263,639,1580
rzrffmxs,0.367,0.019,0.047,138,889
ykqujgws,0.645,0.333,0.483,414,783
tvdsulnc,0.593,0.958,0.579,565,1577
qbmrevtj,0.53,0.211,0.69,910,1288
zdkjgexi,0.464,0.144,0.282,838,1308
rvrohzfb,0.461,0.036,0.275,259,621
vgdhjeeg,0.461,0.972,0.272,301,1704
oqdmlscw,0.507,0.219,0.609,546,1682
kphwfhuw,0.469,0.075,0.291,810,1655
ydxinoap,0.466,0.15,0.284,758,1948
jywmkago,0.455,0.297,0.234,687,1977
isjqkaac,0.43,0.133,0.181,355,1840
aqkiypbo,0.452,0.992,0.383,533,1713
ljhogwsc,0.576,0.203,0.61,502,860
aztrwped,0.548,0.181,0.645,905,1123
ppsqnxid,0.645,0.375,0.461,393,1079
cdtwujhe,0.475,0.311,0.567,116,1298
sdusifce,0.476,0.978,0.301,184,1037
fqtgkpvc,0.673,0.167,0.393,465,477
ffuftquv,0.517,0.133,0.609,595,961
nnkqqloi,0.532,0.814,0.731,271,1679
hauvgvjt,0.485,0.978,0.359,32,345
qqwctgwz,0.37,0.908,0.082,719,1775
ogxbjkit,0.557,0.967,0.641,252,1149
phyuqumx,0.488,0.967,0.372,979,1524
mvlupdmj,0.476,0.117,0.234,325,1170
lnygyzfb,0.413,0.392,0.156,584,1277
ycnsifvu,0.377,0.108,0.096,341,1928
bamlslcv,0.394,0.65,0.102,282,604
sssebyhh,0.404,0.264,0.097,131,840
iorjnjqq,0.542,0.847,0.735,283,692
veyrzonf,0.556,0.944,0.665,528,1192
qtgsypxx,0.482,0.856,0.247,540,1513
fmobqhlt,0.401,0.167,0.147,688,1654
tlxikipz,0.414,0.939,0.111,155,1867
eketozwk,0.622,0.236,0.535,623,1611
uwqmicmp,0.588,0.139,0.597,369,1704
xaowciab,0.412,0.078,0.156,346,888
nizgjxmt,0.509,0.953,0.385,375,1501
nxawveii,0.472,0.994,0.241,635,1241
xyqigyeh,0.55,0.108,0.624,361,1219
pyliuhyw,0.516,0.056,0.415,300,1767
svitdpph,0.424,0.014,0.175,111,1342
bopqmazz,0.424,0.025,0.165,833,1892
goxpgtdj,0.422,0.075,0.161,572,1112
rmnlppba,0.414,0.081,0.152,96,163
dhsvlvds,0.434,0.144,0.187,522,1620
fkvfpqqf,0.431,0.1,0.184,687,1529
psnoaccm,0.437,0.122,0.19,117,714
kykvstra,0.433,0.969,0.183,545,634
rxbpawhh,0.38,0.036,0.115,462,811
fyzhxofl,0.668,0.231,0.415,462,1005
arqxrymu,0.64,0.294,0.506,476,737
wkjdguwb,0.535,0.122,0.379,118,846
fdkcofnz,0.495,0.814,0.297,51,1864
csxegmtk,0.437,0.25,0.192,371,453
xhwpsdep,0.472,0.925,0.523,25,1496
xfcnxyrf,0.536,0.011,0.424,949,1256
pnzfbnzy,0.506,0.228,0.335,577,1528
xbzokkxa,0.439,0.275,0.198,784,1650
yjwnjmck,0.436,0.375,0.194,462,1529
pmylwfws,0.397,0.922,0.126,519,1504
loyisjbf,0.398,0.058,0.089,770,1812
wscdrbbx,0.4,0.922,0.131,905,1510
ivaenvzq,0.403,0.0,0.131,156,531
jrkhkheh,0.506,0.256,0.586,361,1089
xnuocpwv,0.565,0.603,0.768,328,1007
tqizypeg,0.531,0.878,0.493,273,1341
gfyibmgk,0.43,0.175,0.16,694,1896
bjvmwflb,0.412,0.183,0.114,628,1318
fvjpnkei,0.402,0.9,0.076,309,1806
cuxcngdi,0.619,0.136,0.587,138,732
borqymej,0.558,0.106,0.461,225,1955
fwwwnlkk,0.397,0.258,0.06,950,989
cfbdnlug,0.509,0.872,0.526,679,1732
afgyquam,0.555,0.097,0.412,918,1456
ezwabonp,0.402,0.331,0.068,284,1690
nxgdzweb,0.53,0.3,0.706,408,1525
bqcsxkoa,0.44,0.75,0.212,712,1815
cnqorlln,0.407,0.075,0.156,604,1595
ektdupfz,0.419,0.767,0.164,117,1396
oyvpcctg,0.418,0.156,0.122,804,1907
nqcnbhta,0.583,0.156,0.618,648,881
pzzclwyu,0.564,0.483,0.675,426,1391
airotgvh,0.501,0.922,0.276,870,1022
hnyxjaro,0.416,0.111,0.112,658,1036
nyzwmgsd,0.564,0.469,0.65,718,1100
bkhtwfun,0.464,0.267,0.248,710,831
mfzubaib,0.538,0.831,0.525,327,1127
suvkprlc,0.427,0.844,0.161,891,1987
zsearnxy,0.548,0.444,0.423,741,842
jtievvmw,0.446,0.189,0.235,581,994
kmstuxro,0.593,0.158,0.603,963,1380
ivkxtcjw,0.43,0.144,0.114,699,1815
ofqnojlt,0.453,0.211,0.202,854,1837
wthciraq,0.588,0.169,0.608,7,1781
jijwfkco,0.447,0.639,0.196,892,1034
hqtwtpwz,0.625,0.072,0.555,731,1062
vgzdtirc,0.539,0.278,0.659,937,1207
czhrafty,0.508,0.919,0.352,699,1938
xdlfctmd,0.51,0.758,0.574,491,1957
cpnrinwd,0.499,0.183,0.293,171,1802
kvsvnwud,0.559,0.586,0.506,617,1165
qtpmfmqm,0.444,0.025,0.194,197,1723
buamlqln,0.422,0.131,0.094,107,549
rpifzbij,0.607,0.275,0.581,358,629
bpksotok,0.537,0.258,0.683,254,973
ezoejxlq,0.515,0.897,0.366,16,1844
ltlxyjcu,0.644,0.236,0.528,838,1169
ietgmhan,0.396,0.178,0.047,387,1624
jymifezb,0.542,0.472,0.64,764,1977
fjtikuqe,0.338,0.3,0.033,259,1607
lxrsaxsy,0.458,0.028,0.238,838,1706
gibfuszw,0.437,0.119,0.22,391,1738
zrnljdqq,0.529,0.633,0.699,713,1849
wjxacmzo,0.443,0.328,0.215,10,903
vorvarul,0.426,0.475,0.119,653,1187
cizwatzj,0.581,0.189,0.581,231,776
qovftqeq,0.587,0.242,0.749,387,1608
zbuyhlxa,0.523,0.147,0.699,484,980
sfdalqdv,0.504,0.339,0.328,236,968
cufyjevi,0.34,0.067,0.063,473,1549
sghludml,0.518,0.992,0.595,692,727
bjirdzdj,0.522,0.406,0.389,713,1766
bqbodlta,0.614,0.342,0.518,913,1344
azpbwned,0.612,0.125,0.531,213,394
qbxtqxrg,0.533,0.025,0.435,194,1238
krthodgz,0.441,0.156,0.203,65,888
yumlmbbc,0.625,0.167,0.506,915,1454
eqbyvtep,0.538,0.019,0.59,744,1263
kbvdfzxg,0.528,0.289,0.42,403,784
durzekal,0.414,0.125,0.087,377,1551
kghwuxxw,0.353,0.122,0.096,957,1954
wmnghwxc,0.576,0.564,0.775,990,1874
spfierif,0.447,0.308,0.267,44,369
ovvjkgcw,0.43,0.017,0.168,902,1481
qtdxxhzz,0.42,0.125,0.117,145,1506
vmqrfeut,0.533,0.228,0.431,436,1647
nitdylbg,0.481,0.283,0.3,132,1988
aqckkgfy,0.448,0.281,0.223,903,1429
hrbeltqd,0.417,0.014,0.116,277,639
iqjdidqx,0.408,0.956,0.088,458,1627
abkpluot,0.66,0.231,0.451,686,764
uogmvjsv,0.484,0.211,0.305,151,602
ydsnxaab,0.433,0.264,0.209,669,1885
zaphwtuq,0.551,0.269,0.511,369,434
utbiubjd,0.54,0.244,0.454,106,353
rzkynwmh,0.451,0.503,0.297,975,1869
mdfbzxpf,0.453,0.411,0.255,940,1472
ivnpnect,0.556,0.894,0.656,693,935
tykqwjtg,0.567,0.986,0.575,578,1723
imlveqdy,0.333,0.222,0.099,425,1744
zhwngmme,0.446,0.167,0.303,190,721
milwaxug,0.442,0.958,0.224,690,1062
qlgijftb,0.418,0.042,0.115,334,599
qwplsitk,0.567,0.961,0.655,4,727
icoliwon,0.557,0.0,0.59,34,945
yidiuwab,0.536,0.083,0.432,837,1507
lvuxwfit,0.505,0.522,0.368,399,1636
jliwtvzm,0.559,0.7,0.754,725,914
wodavbrc,0.534,0.186,0.429,214,985
tbojyyum,0.497,0.814,0.387,935,1719
gyuaygbo,0.43,0.35,0.153,210,1448
jvwedimz,0.383,0.303,0.128,260,1787
dwopjbad,0.563,0.25,0.615,147,1469
gxwsovfv,0.525,0.214,0.669,570,1537
glwksfup,0.526,0.361,0.771,392,1417
gzjqruxu,0.461,0.992,0.328,606,1299
zmmyesos,0.498,0.939,0.772,148,1781
reqzntpq,0.499,0.006,0.768,442,1164
yrbftoxi,0.569,0.875,0.597,517,1016
rgvcsran,0.647,0.181,0.411,7,163
xssoozis,0.543,0.211,0.638,394,715
pezzopxq,0.481,0.175,0.351,320,1428
qwlztfbt,0.572,0.461,0.659,366,1183
omfnlfvb,0.586,0.225,0.62,418,588
fohkehfr,0.591,0.347,0.558,174,248
abmlckmr,0.51,0.942,0.772,7,241
wfmquumt,0.456,0.142,0.215,226,1911
zxfdixty,0.437,0.247,0.153,936,1031
ewnoaqok,0.65,0.172,0.405,848,1279
hctljvxf,0.632,0.261,0.498,311,623
yvdbvavk,0.407,0.192,0.152,522,1120
thggnysv,0.464,0.275,0.276,281,1519
woykzjnd,0.343,0.239,0.143,849,1236
wxygboep,0.652,0.153,0.403,228,1088
oclfkhfu,0.57,0.419,0.582,598,1121
ndhkgckd,0.557,0.103,0.596,108,794
hnqdcpyi,0.5,0.314,0.405,599,1133
nxtvdqgq,0.496,0.119,0.365,358,1458
wovefhcy,0.371,0.133,0.175,150,249
vrhirufc,0.478,0.014,0.257,841,1128
wlslmkmy,0.583,0.267,0.623,53,372
zrdttxbi,0.548,0.008,0.594,300,1708
bfekymgi,0.505,0.903,0.407,765,792
zkrqosah,0.604,0.369,0.491,711,1270
jdzsqjee,0.523,0.689,0.683,666,1549
ooiqtwdo,0.571,0.047,0.552,22,860
hnvhhtce,0.427,0.2,0.19,609,1487
tgsnxwax,0.596,0.2,0.497,422,482
mpryynyy,0.512,0.103,0.792,727,1305
ccjrmzpj,0.552,0.3,0.54,156,1892
fgesxrxj,0.452,0.992,0.215,387,1242
negbdujf,0.591,0.4,0.488,404,946
vbkubyio,0.563,0.367,0.557,784,1245
wygaznny,0.616,0.364,0.459,593,1683
cndfjtda,0.575,0.989,0.523,376,693
hkzzgxbo,0.521,0.183,0.795,63,845
rfvsdxic,0.578,0.65,0.763,530,1176
vfmygvxd,0.52,0.706,0.691,168,474
zcqarvnv,0.52,0.317,0.695,735,1097
iabresvl,0.488,0.089,0.267,442,472
xalbqksd,0.461,0.267,0.227,210,1976
thehefim,0.519,0.767,0.69,526,1126
iitkkpxh,0.52,0.978,0.694,621,740
tztgemhw,0.49,0.894,0.334,941,1045
oolehheo,0.472,0.253,0.239,802,1032
jbvybeno,0.516,0.811,0.685,895,1428
fbmbstlp,0.522,0.95,0.697,564,1704
zmnyhrol,0.497,0.108,0.296,153,1141
fdolveyr,0.583,0.539,0.746,447,601
rwbbmumy,0.551,0.289,0.489,655,1912
wketjeno,0.537,0.314,0.482,384,1986
ckuynshl,0.519,0.975,0.675,733,1622
mcefmbym,0.523,0.981,0.7,763,1143
kfbdwoph,0.531,0.717,0.712,147,911
yrigrgip,0.594,0.931,0.637,431,1870
kpepvqrp,0.447,0.189,0.237,154,215
idagysne,0.523,0.025,0.682,108,334
hplqbjaj,0.524,0.242,0.431,915,1280
toiaufks,0.449,0.225,0.241,15,1384
edlsszvy,0.404,0.175,0.165,396,1079
bcuttqju,0.398,0.217,0.157,524,1182
ltkxxeex,0.558,0.983,0.579,852,1352
rdapsmaz,0.636,0.883,0.741,339,1078
ktdgaikv,0.527,0.892,0.672,389,437
erdqhpjo,0.525,0.55,0.696,825,1734
fcvdzgry,0.526,0.739,0.7,846,1914
qkjomsln,0.456,0.189,0.256,487,1060
wcxhthew,0.528,0.314,0.687,226,1964
ywbxqyek,0.523,0.914,0.695,549,1239
xjzslcqe,0.529,0.778,0.708,215,1066
csxcqknr,0.533,0.75,0.712,385,545
sxebbjbg,0.564,0.656,0.745,552,1257
bclzwtqw,0.57,0.964,0.583,985,1615
cjrrznzu,0.51,0.806,0.355,61,1624
uahqrkix,0.528,0.825,0.665,203,1581
immsooar,0.53,0.861,0.707,284,934
wxibqzfy,0.533,0.569,0.715,746,928
vqsatqjj,0.542,0.014,0.498,861,1441
rhrkwrgm,0.53,0.022,0.665,140,736
olqsktst,0.536,0.742,0.723,30,858
wvcrnifw,0.569,0.975,0.538,5,724
zrbsckwe,0.589,0.961,0.515,487,1264
rztzxdgi,0.535,0.208,0.66,772,1815
xqdomvpz,0.658,0.972,0.755,165,743
mhnytebx,0.612,0.219,0.656,169,1174
vqkniufy,0.491,0.267,0.305,57,157
phsunfof,0.535,0.817,0.713,145,1510
chgmqxmx,0.54,0.8,0.721,737,950
dlgqtqam,0.622,0.989,0.432,693,1253
dvnqgzpy,0.619,0.203,0.448,704,1582
blhyicbg,0.603,0.164,0.472,959,1170
zmqgkcwg,0.529,0.139,0.667,517,1427
qijyliep,0.531,0.819,0.679,884,1092
bvxfndvc,0.538,0.089,0.7,126,619
awitiwzt,0.635,0.106,0.394,648,1231
hlkuxbom,0.533,0.147,0.666,431,912
jjxtzlad,0.535,0.839,0.683,833,1012
zoyfzjcg,0.539,0.061,0.703,432,1077
chywbncv,0.54,0.0,0.716,279,1504
yjfzuyzm,0.573,0.758,0.808,990,1727
sgtwqvgl,0.655,0.564,0.767,818,942
xogtukei,0.636,0.306,0.741,603,1977
vyafayha,0.458,0.531,0.292,462,641
nyhnukkn,0.443,0.225,0.239,848,1993
myjlultv,0.42,0.197,0.218,279,317
rlthadbr,0.534,0.189,0.665,505,1190
idvahqnr,0.541,0.044,0.703,847,1545
nhfallka,0.542,0.972,0.707,985,1752
pteampyr,0.627,0.369,0.721,899,1756
limekkxt,0.536,0.317,0.661,604,749
ruuayizp,0.543,0.0,0.702,33,1658
bazeuddz,0.545,0.003,0.711,540,1024
hslpwmvo,0.59,0.036,0.636,753,1382
lcuadlji,0.547,0.036,0.697,924,1158
nfmnhzah,0.548,0.956,0.706,845,1775
qkcozfjs,0.55,0.994,0.723,454,1589
pmirurhh,0.561,0.183,0.547,791,1460
tryaooui,0.445,0.469,0.266,361,855
srzrsqph,0.542,0.783,0.68,270,1904
vefooazb,0.555,0.006,0.718,68,137
ebvlnbmq,0.649,0.233,0.761,750,898
ckbqbkfe,0.601,0.264,0.6,931,1164
pblxkccl,0.559,0.967,0.713,598,1834
xnlhsgda,0.545,0.219,0.772,441,1438
hdrsurvn,0.496,0.897,0.409,536,1174
epyjjnck,0.539,0.903,0.671,508,1122
evkqvxoi,0.623,0.139,0.731,891,1779
nzniilmf,0.447,0.208,0.285,889,1548
owtzavcw,0.404,0.367,0.19,312,340
zyovtwvj,0.548,0.072,0.645,775,1336
pwvxjnkq,0.547,0.053,0.654,864,1976
pdyumnvn,0.635,0.122,0.507,248,1330
ldksatcj,0.569,0.094,0.724,762,1571
ixtoyzde,0.5,0.347,0.385,746,877
zujbrbnt,0.56,0.736,0.699,183,724
xmlanpym,0.548,0.239,0.503,239,1029
jnxaxeak,0.545,0.861,0.669,855,1271
nunpmlwg,0.644,0.233,0.768,625,1323
axoiewsx,0.412,0.272,0.199,606,1340
csympsqf,0.65,0.961,0.539,32,921
vimfapfo,0.547,0.15,0.648,685,1338
gsgksdec,0.546,0.911,0.664,453,1799
imkmhvvx,0.547,0.897,0.669,644,780
uowexrzn,0.501,0.456,0.402,40,811
vdprbtzf,0.653,0.953,0.471,943,1136
rborjduo,0.547,0.075,0.647,363,790
ekpnouqy,0.548,0.106,0.656,473,1262
gqtemnvs,0.547,0.778,0.664,281,1756
jylvejez,0.549,0.75,0.668,954,1018
zolorxdq,0.549,0.708,0.672,488,668
vfcjczbw,0.665,0.281,0.425,445,1777
rlifhuwg,0.548,0.075,0.647,789,1789
pjvpuhdg,0.546,0.233,0.66,326,922
smsrqehu,0.626,0.272,0.754,976,1061
vkgcfeqx,0.547,0.153,0.659,39,127
cczogcuo,0.547,0.75,0.663,280,621
elkkvopx,0.631,0.878,0.733,127,190
xxeiqvky,0.498,0.15,0.37,259,715
ebhtkaui,0.444,0.119,0.246,722,944
rlcncvgd,0.633,0.303,0.773,554,808
itcxenmx,0.552,0.833,0.684,539,1588
chbjfkvy,0.627,0.939,0.751,695,1840
qgrosaia,0.534,0.05,0.469,667,1773
rzrbprxh,0.476,0.317,0.329,324,947
urmhxkng,0.399,0.2,0.166,56,1017
fwpeevcq,0.603,0.325,0.676,251,1693
labkuriw,0.578,0.906,0.651,594,1900
lifkzttd,0.529,0.881,0.495,942,985
xrwhogfw,0.586,0.65,0.827,434,1441
zesphfgu,0.64,0.869,0.751,239,1647
rjjvhfxn,0.62,0.311,0.701,956,1579
eukgdkgk,0.587,0.969,0.651,638,1801
dilfrdsu,0.562,0.028,0.641,56,475
dqcvhtie,0.587,0.942,0.662,482,1709
lpuybfth,0.519,0.2,0.463,852,1482
ykjgkfqh,0.494,0.375,0.429,808,1766
bnebgrud,0.568,0.108,0.628,687,1502
wvijajqg,0.468,0.4,0.32,256,988
waslrqkv,0.548,0.392,0.738,624,928
kvphtjuf,0.637,0.133,0.79,326,953
ghjppnty,0.691,0.561,0.502,339,1788
plcysizp,0.599,0.239,0.603,481,1929
qxpnwtzm,0.559,0.264,0.679,937,1481
hmtqatyz,0.559,0.242,0.564,104,1940
ofmhsktg,0.448,0.125,0.244,953,1823
keyoggbf,0.651,0.581,0.745,801,1012
xouocbce,0.548,0.125,0.551,669,1681
fatzgcln,0.461,0.978,0.291,984,1405
edqjlsje,0.541,0.25,0.755,609,884
grdiutlc,0.542,0.469,0.767,470,1840
dzggcsfa,0.62,0.806,0.86,590,1985
ctjgtmau,0.518,0.908,0.441,651,1931
pvyerigj,0.46,0.042,0.278,737,1673
zlzoismi,0.368,0.103,0.131,470,1532
qndzdafx,0.546,0.311,0.742,331,949
pajfhubr,0.573,0.719,0.814,598,916
exthcsjj,0.588,0.978,0.667,6,1800
jurkbzpl,0.627,0.214,0.582,923,1836
hrmmrsna,0.612,0.992,0.62,409,1604
jhcdjzok,0.595,0.744,0.843,355,1209
ivawncoo,0.643,0.172,0.763,10,1181
cdskvlhb,0.595,0.669,0.643,818,1015
zohcwrik,0.656,0.039,0.808,339,500
nrutlwkt,0.598,0.175,0.66,23,1847
pdhibvbs,0.597,0.864,0.681,616,984
opmbsgxx,0.559,0.961,0.564,538,1073
lvujtgvi,0.484,0.197,0.363,815,1474
vuaoqxev,0.471,0.022,0.284,875,1357
ovzlgree,0.397,0.247,0.154,567,1730
gtbzcfpa,0.663,0.469,0.523,354,525
xshbocis,0.623,0.972,0.737,869,1081
tkctfbkt,0.532,0.286,0.524,658,1985
vqaihhly,0.56,0.242,0.721,53,264
puolzurv,0.654,0.042,0.787,620,1310
qjfulith,0.52,0.544,0.423,856,1918
dyzpqmfv,0.649,0.667,0.861,695,1647
qsethtce,0.478,0.986,0.331,843,1126
xldmnusa,0.681,0.375,0.461,603,1690
itjfkjqz,0.607,0.217,0.684,899,1717
vcyzjmpc,0.577,0.214,0.68,618,1400
nssxlktw,0.55,0.664,0.752,592,1362
mzrrhfey,0.56,0.725,0.815,865,1635
nlmzghff,0.509,0.322,0.402,293,751
uicuybqz,0.654,0.639,0.865,127,563
efsuvbwd,0.452,0.231,0.232,564,1379
xzltyeyj,0.553,0.978,0.803,763,1906
yopebhpc,0.583,0.172,0.677,57,69
bdfnljbv,0.412,0.247,0.168,754,1949
oskhdntj,0.503,0.5,0.404,91,1017
bkdfmyrw,0.561,0.164,0.659,689,1308
fhpbizws,0.501,0.442,0.417,976,1371
jqawerbm,0.41,0.183,0.174,803,940
zzfmvnfn,0.639,0.686,0.876,390,1027
npychate,0.556,0.203,0.662,585,1134
yxenmxtk,0.535,0.961,0.551,336,1987
xijsqrip,0.558,0.3,0.777,966,1439
etqmhmfs,0.564,0.819,0.818,47,252
mwlozgqv,0.429,0.2,0.202,518,1871
nursvdnd,0.649,0.406,0.809,480,991
mtgejnue,0.56,0.875,0.755,669,1779
mkdehhoc,0.548,0.147,0.589,283,1173
mvysrdry,0.623,0.947,0.764,716,851
vntqkjlq,0.625,0.725,0.859,412,814
dwelgguk,0.624,0.814,0.782,690,1402
geelqcsy,0.55,0.094,0.622,321,1289
nhgketpf,0.405,0.178,0.164,786,1408
uhuxjgow,0.628,0.786,0.785,56,932
auwgrjni,0.571,0.158,0.657,648,1160
jdqhkdlk,0.552,0.147,0.627,216,822
azvkrkav,0.573,0.836,0.782,762,929
dpjygmdr,0.575,0.325,0.721,869,1441
aulsjfmp,0.63,0.489,0.745,82,1775
aggghkvk,0.581,0.056,0.547,607,1586
gjbsbztu,0.544,0.858,0.416,410,1409
cjlyhisz,0.517,0.353,0.296,292,1705
ygcdvdgq,0.624,0.139,0.755,436,1664
qqcmgqsd,0.542,0.989,0.482,354,1210
ugaalchm,0.541,0.089,0.473,892,946
gbzjamfu,0.604,0.497,0.691,363,754
uexbwxel,0.597,0.319,0.662,378,1780
hqorowoe,0.662,0.103,0.799,221,503
yvdggxsz,0.578,0.281,0.737,966,1320
mqrdhyux,0.595,0.722,0.794,162,1981
ylfcytjp,0.551,0.233,0.514,811,1673
hvqbxrsy,0.535,0.783,0.419,505,1134
hlclrhlw,0.592,0.761,0.785,791,1995
oeuauayf,0.525,0.039,0.268,421,1401
qyzgwbse,0.511,0.164,0.236,250,504
aobuteol,0.515,0.153,0.239,354,1108
ozkjqdca,0.462,0.117,0.127,778,1757
crtspawf,0.694,0.222,0.846,458,1510
ccnithtk,0.68,0.308,0.821,742,1874
chmvgcrm,0.643,0.681,0.833,910,1459
gcishzrb,0.559,0.083,0.543,999,1690
epojtypu,0.663,0.303,0.799,296,909
cbkiczpo,0.465,0.214,0.109,847,1523
kqacdore,0.588,0.272,0.584,14,1289
gscovuhm,0.572,0.994,0.549,57,1559
sktzsxkp,0.543,0.308,0.276,503,1131
ugyroljj,0.465,0.158,0.099,92,1097
bsfickya,0.61,0.158,0.705,167,923
ymsrjdym,0.627,0.175,0.641,100,438
owblayjo,0.601,0.767,0.777,815,1260
uofmeffj,0.579,0.047,0.544,602,1457
njpimtxh,0.475,0.386,0.119,929,1829
sockxxow,0.715,0.697,0.885,551,1855
uzwgeowo,0.542,0.228,0.299,158,809
pynaqagc,0.523,0.381,0.194,35,383
xemhvxus,0.647,0.192,0.771,271,680
pjvqnlod,0.681,0.628,0.849,426,1958
yyuyehwp,0.584,0.05,0.451,904,988
umikpnlr,0.477,0.325,0.135,38,230
narwkyxs,0.623,0.183,0.642,919,1016
bhfhbgle,0.684,0.114,0.573,344,523
ptaeojcv,0.547,0.0,0.287,94,1855
nwjqnqwj,0.655,0.694,0.822,994,1401
xylxhjof,0.657,0.161,0.776,545,1169
kbwltqcn,0.649,0.083,0.763,270,1545
hksghixq,0.59,0.111,0.46,3,1386
kkilhzoc,0.505,0.172,0.193,149,645
wojtqtht,0.444,0.011,0.068,6,185
tivevwft,0.432,0.022,0.032,797,1964
whhbzbwv,0.61,0.0,0.726,437,835
pefoxdye,0.631,0.153,0.688,73,269
mjfqylsj,0.656,0.597,0.832,746,778
lgwjfpcy,0.574,0.044,0.378,147,1291
vdvetuox,0.611,0.875,0.674,600,1394
paunhdez,0.678,0.114,0.79,302,1742
qxkktlpc,0.622,0.264,0.614,835,976
eonbirpd,0.631,0.675,0.793,625,1307
frbugpzp,0.689,0.175,0.824,496,1032
dadeaqyq,0.607,0.147,0.743,759,1873
flkfflrw,0.599,0.0,0.467,955,1827
dduisgag,0.58,0.042,0.388,791,1879
kjogaofz,0.6,0.036,0.497,129,357
jbtfqrdv,0.616,0.164,0.613,458,1078
twamzywb,0.716,0.075,0.531,454,1938
ngetfmrw,0.614,0.144,0.742,519,1471
lbrdmtpg,0.587,0.125,0.354,306,574
xmgusian,0.484,0.917,0.075,772,1991
yhzvvkra,0.608,0.147,0.747,458,971
scuagubi,0.649,0.219,0.725,238,1862
eisewbla,0.58,0.092,0.318,837,1525
jkjllufu,0.552,0.278,0.269,55,164
pokbdazi,0.648,0.997,0.68,684,1051
yjpxwbxv,0.632,0.117,0.708,139,1425
prgrezxj,0.618,0.978,0.645,711,1609
ytzlmugk,0.501,0.0,0.217,637,1597
wubebbfb,0.632,0.144,0.712,978,1564
unaeegqm,0.591,0.175,0.359,940,1486
